accident_id,accident_year,accident_outcome_standardized,accident_nature,road_situation,speed_limit,street_name,longitude,latitude,BUURTCODE,BUURTNAAM
20230033200,2023,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Bilderdijklaan,5.481576963474726,51.43378021961327,111,Binnenstad
20240025376,2024,property_damage_only,Flank,"Kruispunt, 4 takken",70.0,Jeroen Boschlaan,5.504774636151873,51.43831808762161,312,Lakerlopen
20230030416,2023,property_damage_only,Flank,Rotonde,50.0,Kasteellaan,5.442103097711192,51.42677837337816,731,Genderbeemd
20240034101,2024,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Willemstraat,5.467774494375834,51.438723133996454,611,"Eliasterrein, Vonderkwartier"
20230091038,2023,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,Meerenakkerweg,5.430847253612194,51.42906643178848,621,Hurk
20220131066,2022,property_damage_only,Onbekend,"Kruispunt, 4 takken",30.0,Vestdijk,5.484851166008758,51.43618566322029,111,Binnenstad
20220111038,2022,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,1e Lieven de Keylaan,5.459306427469377,51.46394930528916,423,Barrier
20240034720,2024,injury,Frontaal,Rechte weg,50.0,Vestdijk,5.4829450482953135,51.43727785365005,111,Binnenstad
20220149517,2022,property_damage_only,Flank,"Kruispunt, 3 takken",30.0,Gerretsonlaan,5.463848244019545,51.470325262606025,512,Prinsejagt
20220148927,2022,injury,Eenzijdig,,,Savoiepad,5.439516854978825,51.485329323792335,523,Achtse Barrier-Spaaihoef
20240044534,2024,property_damage_only,Onbekend,"Kruispunt, 3 takken",30.0,Pastoor Petersstraat,5.473172359364527,51.444876445901414,412,Hemelrijken
20240045499,2024,property_damage_only,Flank,Rechte weg,50.0,Achtseweg Zuid,5.452007956376631,51.4535615246935,625,Zwaanstraat
20240073405,2024,injury,Flank,"Kruispunt, 4 takken",50.0,van der Muydenstraat,5.440201187920782,51.44259051765674,623,Lievendaal
20240102647,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Marconilaan,5.458640679910176,51.450662695564255,421,Woensel-West
20230054550,2023,property_damage_only,Onbekend,,30.0,Michelangelolaan,5.473005884735072,51.46445514561842,425,Rapenland
20230053993,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Donizettilaan,5.456851508618669,51.426363588954594,721,Genderdal
20240147272,2024,property_damage_only,Onbekend,Rechte weg,30.0,Johannes van der Waalswg,5.463489356554651,51.4509365081917,411,Limbeek-Noord
20230109452,2023,injury,Kop/staart,Rechte weg,30.0,Generaal Bradleylaan,5.478768640283902,51.46652314020047,431,Generalenbuurt
20230110812,2023,injury,Frontaal,Bocht,70.0,Insulindelaan,5.495991556411264,51.45136594339064,115,TU-terrein
20240155596,2024,property_damage_only,Onbekend,,,Vestdijk,5.478579604256101,51.44136393915668,111,Binnenstad
20230032819,2023,injury,Flank,"Kruispunt, 4 takken",,Biesterweg,5.488686365533009,51.42694760711577,215,Joriskwartier
20230098403,2023,injury,Vast voorwerp,"Kruispunt, 3 takken",30.0,Sterrenlaan,5.504374658534327,51.46768244859618,542,Luytelaer
20230080482,2023,property_damage_only,Onbekend,"Kruispunt, 3 takken",50.0,Roffart,5.446459103824275,51.41628855313156,732,Hanevoet
20220089217,2022,injury,Flank,"Kruispunt, 4 takken",30.0,Beukenlaan,5.451509459869813,51.44853211686799,625,Zwaanstraat
20220089829,2022,injury,Los voorwerp,"Kruispunt, 3 takken",70.0,Anthony Fokkerweg,5.421384351611091,51.465066544042635,,
20220029117,2022,property_damage_only,Frontaal,Rechte weg,15.0,Kerkstraat,5.4791343188070805,51.4371662827221,111,Binnenstad
20220111316,2022,injury,Eenzijdig,,30.0,Plataanlaan,5.456331016289612,51.444273207157565,615,Schoot
20220149248,2022,property_damage_only,Flank,Rotonde,50.0,Beemdstraat,5.442816378292652,51.4273290417407,731,Genderbeemd
20220131514,2022,property_damage_only,Onbekend,Rechte weg,50.0,Veldm Montgomerylaan,5.477989535461381,51.451875193417834,414,Woenselse Watermolen
20220159671,2022,property_damage_only,Flank,Rotonde,50.0,Kasteellaan,5.4425617757610985,51.42696944503574,731,Genderbeemd
20220131817,2022,property_damage_only,Onbekend,Rechte weg,30.0,Dirk Boutslaan,5.502898698817797,51.43351193468497,211,Irisbuurt
20240092891,2024,injury,Frontaal,"Kruispunt, 4 takken",50.0,Winston Churchilllaan,5.478500505646303,51.46735096761902,431,Generalenbuurt
20240101762,2024,property_damage_only,Flank,Rechte weg,50.0,Sterrenlaan,5.487005605757968,51.46750173089068,434,Oude Gracht-West
20240074403,2024,injury,Frontaal,Bocht,30.0,Uiverlaan,5.494992097344622,51.44274751947551,311,Villapark
20230063204,2023,injury,Flank,"Kruispunt, 4 takken",50.0,Vonderweg,5.469004599457172,51.43861839848666,611,"Eliasterrein, Vonderkwartier"
20230040961,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Noord Brabantlaan,5.435319270240665,51.44032119082406,623,Lievendaal
20240016334,2024,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Doornburg,5.438491046054959,51.421828059299045,731,Genderbeemd
20240156343,2024,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Veluwelaan,5.4637841438849675,51.476397815131236,531,Woenselse Heide
20230031275,2023,property_damage_only,Kop/staart,Rechte weg,30.0,Kanaaldijk-Zuid,5.488391834919928,51.43708016253079,211,Irisbuurt
20230071316,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Julianastraat,5.468910098489925,51.43712173168193,611,"Eliasterrein, Vonderkwartier"
20230071505,2023,property_damage_only,Onbekend,"Kruispunt, 3 takken",50.0,Boschdijk,5.468075123811962,51.44805361462519,411,Limbeek-Noord
20240034361,2024,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,High Tech Campus,5.4620449477374375,51.40681010586726,,
20240072948,2024,injury,Geparkeerd voertuig,Rechte weg,30.0,Gerard Davidstraat,5.515484756320823,51.436631206441575,322,Doornakkers-Oost
20220111731,2022,property_damage_only,Onbekend,Rechte weg,,Kruisstraattunnel,5.4752589889603245,51.44445982552027,114,Fellenoord
20220029552,2022,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Kruisstraat,5.475030924177242,51.44538507022558,413,Gildebuurt
20230033564,2023,property_damage_only,Onbekend,,,Kronehoefstraat,5.467604334885909,51.452238508216006,412,Hemelrijken
20230007862,2023,property_damage_only,Flank,"Kruispunt, 4 takken",70.0,Leostraat,5.492406034361594,51.42416854275691,216,Bloemenplein
20220131145,2022,property_damage_only,Onbekend,,30.0,Boschdijk,5.437916966896925,51.47826544527306,521,Kerkdorp Acht
20220149662,2022,property_damage_only,Flank,Rotonde,50.0,Keizer Karel V Singel,5.461384878142044,51.428549401208144,712,Oude Spoorbaan
20220188720,2022,property_damage_only,Onbekend,"Kruispunt, 3 takken",50.0,Krabbendampad,5.476330259164584,51.437875112506596,111,Binnenstad
20220131849,2022,injury,Los voorwerp,Bocht,50.0,Karel Martelweg,5.458959053763942,51.43474571091884,613,Engelsbergen
20240043856,2024,property_damage_only,Flank,Rechte weg,50.0,Waldeck Pyrmontstraat,5.446146443169266,51.43418036210304,621,Hurk
20230054525,2023,injury,Flank,"Kruispunt, 3 takken",50.0,Puttensedreef,5.5193111878470305,51.42868876987634,230,Puttense Dreef
20220228091,2022,property_damage_only,Frontaal,Rechte weg,50.0,Professor Holstlaan,5.4628232977493045,51.40926424036248,726,Gennep
20220227423,2022,property_damage_only,Flank,Rechte weg,30.0,Rachelsmolen,5.478339596866104,51.45101440815603,414,Woenselse Watermolen
20240146535,2024,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Tondeldoos,5.485143021905293,51.485274504045506,534,Blixembosch-Oost
20240136331,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Anthony Fokkerweg,5.418531312157612,51.46391539691276,,
20240015946,2024,property_damage_only,Flank,Rechte weg,50.0,St Petrus Canisiuslaan,5.506434094448227,51.42423242924072,230,Puttense Dreef
20230032471,2023,property_damage_only,Onbekend,,,Marconilaan,5.463071982289071,51.451399427923455,411,Limbeek-Noord
20230030868,2023,property_damage_only,Frontaal,Rechte weg,30.0,Dutmalapad,5.483487641087231,51.447739573719744,115,TU-terrein
20230030383,2023,property_damage_only,Eenzijdig,Rechte weg,30.0,Rechtestraat,5.477782446156612,51.43895004947908,111,Binnenstad
20240033964,2024,injury,Flank,"Kruispunt, 4 takken",50.0,Oldengaarde,5.44020336028348,51.415655380326164,732,Hanevoet
20230090805,2023,property_damage_only,Frontaal,Rechte weg,30.0,Alberdingk Thijmlaan,5.480158100286474,51.42637711457132,217,Looiakkers
20230092020,2023,property_damage_only,Onbekend,Rechte weg,70.0,Anthony Fokkerweg,5.419370182874491,51.46465746565563,628,Mispelhoef
20220111577,2022,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,DIRCK VAN HORNELAAN,5.461880305142056,51.40503626610027,,
20220067134,2022,property_damage_only,Flank,"Kruispunt, 3 takken",30.0,Besançonlaan,5.4496087485479014,51.48452495864498,522,Achtse Barrier-Gunterslaer
20220067542,2022,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Grasleeuwerik,5.413813386623851,51.4380866719535,633,Grasrijk
20220027772,2022,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Jan Smitzlaan,5.480976517193374,51.43217349724359,213,Elzent-Noord
20230008899,2023,property_damage_only,Los voorwerp,"Kruispunt, 4 takken",70.0,Keizer Karel V Singel,5.463839037020931,51.42768887111779,712,Oude Spoorbaan
20220149687,2022,injury,Onbekend,Rechte weg,30.0,Oude Bossche Baan,5.459472625003705,51.46401199796607,423,Barrier
20220150372,2022,injury,Flank,"Kruispunt, 4 takken",70.0,Kloosterdreef,5.471533984196886,51.45251746426656,412,Hemelrijken
20220131863,2022,injury,Flank,"Kruispunt, 4 takken",50.0,Floralaan West,5.49128906929547,51.4159157570298,225,Eikenburg
20240092625,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Luxemburglaan,5.477783478610907,51.471088135572415,514,'t Hool
20240102429,2024,property_damage_only,Onbekend,Bocht,30.0,Johan Vestersstraat,5.484001687608193,51.42281681634799,223,Genneperzijde
20230053864,2023,property_damage_only,Frontaal,Rechte weg,50.0,Fellenoord,5.470861136538306,51.4427281094806,410,Limbeek-Zuid
20230042887,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Geldropseweg,5.486117560288481,51.43462248517887,211,Irisbuurt
20230054035,2023,injury,Flank,"Kruispunt, 4 takken",50.0,Kanaaldijk-Noord,5.503492764810592,51.43517694863994,312,Lakerlopen
20220228770,2022,property_damage_only,Onbekend,,30.0,Roubaixlaan,5.452621938505019,51.48708266588924,524,Achtse Barrier-Hoeven
20220227352,2022,property_damage_only,Onbekend,Rotonde,,Tivolilaan,5.5050846185959275,51.421838011349685,234,Tivoli
20240137315,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Gestelsestraat,5.468454970780237,51.42600441182716,723,Rapelenburg
20240155586,2024,property_damage_only,Onbekend,"Kruispunt, 4 takken",30.0,Bleyslaan,5.464222690559219,51.46561249403461,424,Mensfort
20240156859,2024,property_damage_only,Flank,Rechte weg,50.0,Vestdijktunnel,5.478290563209584,51.441831612917284,111,Binnenstad
20240156388,2024,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Daniël Stalpaertstraat,5.455373403121348,51.46240735534022,423,Barrier
20230109856,2023,property_damage_only,Geparkeerd voertuig,Rechte weg,30.0,Busonilaan,5.46144360884833,51.42718287135013,722,Blaarthem
20230032765,2023,property_damage_only,Onbekend,,,Opera,5.472550667537866,51.48964404723861,534,Blixembosch-Oost
20230099797,2023,property_damage_only,Flank,"Kruispunt, 4 takken",30.0,Ruysdaelbaan,5.504948001312581,51.436472194691056,321,Doornakkers-West
20220089523,2022,property_damage_only,Onbekend,Rechte weg,50.0,De Schakel,5.414452061113441,51.46896274711334,628,Mispelhoef
20220067523,2022,injury,Vast voorwerp,Bocht,30.0,Boutenslaan,5.468952703210416,51.425855855141826,723,Rapelenburg
20220039033,2022,injury,Eenzijdig,Rechte weg,30.0,St Claralaan,5.469528880019499,51.42450459303712,723,Rapelenburg
20220111447,2022,property_damage_only,Flank,Rotonde,30.0,Fransebaan,5.447429886917468,51.47886701169204,522,Achtse Barrier-Gunterslaer
20230008981,2023,property_damage_only,Eenzijdig,Rechte weg,50.0,Grote Berg,5.476056225648896,51.43584593362139,112,Bergen
20240034907,2024,injury,Flank,"Kruispunt, 4 takken",50.0,Bayeuxlaan,5.466687387753235,51.42305367874461,723,Rapelenburg
20220150455,2022,property_damage_only,Vast voorwerp,Rechte weg,50.0,Tongelresestraat,5.510410717963575,51.442648279754195,321,Doornakkers-West
20240092179,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Geldropseweg,5.486117560288481,51.43462248517887,211,Irisbuurt
20240091988,2024,property_damage_only,Onbekend,Rechte weg,50.0,Meerenakkerweg,5.430774413706435,51.4289669454116,621,Hurk
20240092440,2024,injury,Onbekend,"Kruispunt, 4 takken",30.0,Roosje Vosstraat,5.4684487681672564,51.44598811722266,410,Limbeek-Zuid
20240092938,2024,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,Aalsterweg,5.485556039055116,51.4240195039237,217,Looiakkers
20240072645,2024,property_damage_only,Kop/staart,"Kruispunt, 4 takken",50.0,St Jorislaan,5.486505081806259,51.42987922839544,215,Joriskwartier
20240101974,2024,property_damage_only,Flank,Rotonde,50.0,Esp,5.494955279373484,51.48682098200961,545,Esp
20240102237,2024,injury,Onbekend,Rechte weg,30.0,Nanteslaan,5.435853779116548,51.48443726134853,523,Achtse Barrier-Spaaihoef
20220089629,2022,fatal,Flank,"Kruispunt, 4 takken",30.0,Generaal Bothastraat,5.512870253357856,51.44347038705499,321,Doornakkers-West
20220228974,2022,property_damage_only,Frontaal,Rechte weg,50.0,Insulindetunnel,5.502329015691064,51.44511693716579,333,"Muschberg, Geestenberg"
20220229901,2022,property_damage_only,Flank,Rechte weg,30.0,Ruysdaelbaan,5.500729401652132,51.43695688162455,312,Lakerlopen
20220228599,2022,property_damage_only,Voetganger,Rechte weg,30.0,Groenewoudseweg,5.45700380489925,51.451731967155226,421,Woensel-West
20240147672,2024,injury,Flank,"Kruispunt, 4 takken",60.0,Spottersweg,5.395102877413713,51.46218171900408,,
20240136304,2024,property_damage_only,Onbekend,"Kruispunt, 3 takken",50.0,Gagelstraat,5.465077556998064,51.43898626576875,611,"Eliasterrein, Vonderkwartier"
20240033925,2024,injury,Flank,"Kruispunt, 4 takken",70.0,Botenlaan,5.451977882445409,51.43623622582215,614,Schouwbroek
20230090625,2023,injury,Onbekend,Rechte weg,50.0,de Zaale,5.4909794344045375,51.448362293504346,115,TU-terrein
20230092482,2023,property_damage_only,Flank,Rotonde,50.0,Bredalaan,5.444222594810642,51.4383475401429,622,Het Ven
20220130991,2022,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Oude Bossche Baan,5.459349774553976,51.46414011588979,512,Prinsejagt
20220068235,2022,property_damage_only,Flank,Rechte weg,30.0,Kruisstraat,5.473963950099334,51.44951226301734,412,Hemelrijken
20220088724,2022,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,Keverberg,5.441071362381425,51.41576718899992,732,Hanevoet
20220131184,2022,property_damage_only,Flank,Rotonde,50.0,Leenderweg,5.497632046175988,51.415747166606934,224,Roosten
20220188528,2022,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,Firmamentlaan,5.501613174058317,51.46752516072399,542,Luytelaer
20220188801,2022,property_damage_only,Flank,"Kruispunt, 3 takken",30.0,Wilhelminaplein,5.471618160978577,51.438405680859034,112,Bergen
20220150384,2022,property_damage_only,Onbekend,,30.0,Boekweitstraat,5.497486917644031,51.476085041249576,543,Vaartbroek
20240044477,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Kanaaldijk-Noord,5.504679283804811,51.43501895044065,321,Doornakkers-West
20240092900,2024,property_damage_only,Frontaal,Rechte weg,50.0,Lichtenberg,5.444844978199611,51.41469373237584,732,Hanevoet
20240083354,2024,property_damage_only,Kop/staart,Bocht,15.0,Dillenburgstraat,5.43960593164464,51.43352699744334,621,Hurk
20240102875,2024,property_damage_only,Eenzijdig,"Kruispunt, 3 takken",50.0,Barrierweg,5.460113256923549,51.45747128881787,423,Barrier
20240072540,2024,property_damage_only,Eenzijdig,Rechte weg,50.0,Aalsterweg,5.485381740388641,51.422654538537294,222,Gerardusplein
20230054715,2023,property_damage_only,Onbekend,"Kruispunt, 4 takken",50.0,Europalaan,5.479184585762973,51.457157803870764,432,Oude Toren
20230051268,2023,injury,Frontaal,Bocht,50.0,Insulindelaan,5.495991556411264,51.45136594339064,115,TU-terrein
20230041518,2023,property_damage_only,Flank,"Kruispunt, 3 takken",30.0,Lavendellaan,5.502909799043381,51.421040264198595,237,Kruidenbuurt
20220227012,2022,injury,Frontaal,Rechte weg,,18 Septemberplein,5.477397535471984,51.44140338618972,111,Binnenstad
20240136574,2024,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Orpheuslaan,5.4851369220890325,51.457585909025084,431,Generalenbuurt
20240136727,2024,property_damage_only,Frontaal,Rechte weg,50.0,Savoiepad,5.442289136060257,51.48755589956874,524,Achtse Barrier-Hoeven
20240146529,2024,property_damage_only,Flank,"Kruispunt, 3 takken",50.0,Vestdijk,5.480679241848132,51.43995362959615,111,Binnenstad
20240147084,2024,property_damage_only,Onbekend,Rechte weg,30.0,de Jonghlaan,5.463891395483533,51.44398123860753,612,Philipsdorp
20240147265,2024,property_damage_only,Flank,Rechte weg,30.0,Frederiklaan,5.458985808332799,51.442619391424394,615,Schoot
20230033311,2023,property_damage_only,Kop/staart,"Kruispunt, 4 takken",50.0,Kanaalstraat,5.485690751954753,51.43738750184149,211,Irisbuurt
20230071550,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Leostraat,5.48585075029302,51.423868952916045,222,Gerardusplein
20240034299,2024,property_damage_only,Onbekend,Rotonde,30.0,Pagelaan,5.514889348031331,51.450037327221125,335,'t Hofke
20230092247,2023,injury,Los voorwerp,"Kruispunt, 4 takken",50.0,Aalsterweg,5.484716571326997,51.42105381604538,222,Gerardusplein
20230099208,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Beukenlaan,5.451509459869813,51.44853211686799,625,Zwaanstraat
20230079419,2023,property_damage_only,Onbekend,"Kruispunt, 4 takken",50.0,Fakkellaan,5.457903466124688,51.47392371638494,512,Prinsejagt
20230098449,2023,property_damage_only,Flank,"Kruispunt, 4 takken",80.0,Anthony Fokkerweg,5.418367456909072,51.46400171150482,,
20220111818,2022,injury,Flank,"Kruispunt, 3 takken",50.0,Mercuriuslaan,5.490768982641483,51.46819303235382,541,Eckart
20230007522,2023,property_damage_only,Flank,"Kruispunt, 4 takken",50.0,Maurits Lijnslagerstraat,5.472442129617558,51.468441592901804,513,Jagershoef
