id,element,name,highway,bicycle,cycleway,cycleway:left,cycleway:right,cycleway:both,cyclestreet,oneway,oneway:bicycle,foot,segregated,surface,lit,maxspeed,source_query,BUURTCODE,BUURTNAAM,intersected_length_m
4400677,way,van Oldenbarneveltlaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},336,Karpen,148.8062526125581
4471177,way,Veldmaarschalk Montgomerylaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},114,Fellenoord,16.937693754643185
4471177,way,Veldmaarschalk Montgomerylaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},414,Woenselse Watermolen,11.85339142742604
4520345,way,Dutmalatunnel,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},433,Hondsheuvels,9.811958757475866
4520346,way,Dutmalatunnel,cycleway,,,,,,,,,yes,,asphalt,yes,,{'highway': 'cycleway'},433,Hondsheuvels,19.245786536950074
4520346,way,Dutmalatunnel,cycleway,,,,,,,,,yes,,asphalt,yes,,{'highway': 'cycleway'},115,TU-terrein,31.340489083078438
4548991,way,Insulindelaan,cycleway,,,,,,,yes,,,,fine_gravel,yes,,{'highway': 'cycleway'},336,Karpen,43.37500790870847
4628821,way,Floralaan West,cycleway,,,,,,,yes,,yes,no,paving_stones,yes,,{'highway': 'cycleway'},224,Roosten,276.4446733526788
4628822,way,Sassenlaan,cycleway,,,,,,,yes,,yes,,paving_stones,yes,,{'highway': 'cycleway'},221,Kerstroosplein,21.88625918406244
4628822,way,Sassenlaan,cycleway,,,,,,,yes,,yes,,paving_stones,yes,,{'highway': 'cycleway'},224,Roosten,36.03082639183495
4628823,way,Sassenlaan,cycleway,,,,,,,yes,,yes,,paving_stones,yes,,{'highway': 'cycleway'},221,Kerstroosplein,21.83888920277432
4628823,way,Sassenlaan,cycleway,,,,,,,yes,,yes,,paving_stones,yes,,{'highway': 'cycleway'},224,Roosten,35.744387318527124
4638388,way,,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},337,Koudenhoven,67.27227827000344
4650737,way,Aalsterweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},217,Looiakkers,361.67145553566604
4650738,way,,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},223,Genneperzijde,14.204022289586296
4650738,way,,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},222,Gerardusplein,23.253190810926696
4672572,way,,cycleway,,,,,,,,,yes,,asphalt,,,{'highway': 'cycleway'},240,Riel,288.6818953279069
4677101,way,Heezerweg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},233,Sintenbuurt,583.3929521184319
4706825,way,Leenderweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},237,Kruidenbuurt,69.41996656341148
4706825,way,Leenderweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},236,Nieuwe Erven,1.1644995078699656
4706826,way,Leenderweg,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},237,Kruidenbuurt,171.471492378028
4712207,way,Piuslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},214,Tuindorp,4.972910798586704
4712208,way,Piuslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},215,Joriskwartier,50.31741378574238
4712208,way,Piuslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},214,Tuindorp,104.63744903423564
4712210,way,Piuslaan,cycleway,,,,,,,,,,,,yes,,{'highway': 'cycleway'},215,Joriskwartier,60.79308281228444
4712218,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},312,Lakerlopen,10.406596266388327
4712218,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},311,Villapark,80.36288860424327
4712240,way,Hugo van der Goeslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,25.085200487901595
4712241,way,Geldropseweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,15.293061286275215
4712241,way,Geldropseweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},214,Tuindorp,21.647286449883076
4715670,way,Nelson Mandelapark,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,53.22626430459641
4715670,way,Nelson Mandelapark,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},621,Hurk,134.18263247905963
4726466,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},215,Joriskwartier,5.368195536630212
4726466,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},233,Sintenbuurt,11.854728657776022
4726466,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},214,Tuindorp,43.403357502005875
4726467,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},215,Joriskwartier,42.25870198484947
4726467,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},236,Nieuwe Erven,13.123527553331428
4788171,way,Veldmaarschalk Montgomerylaan,cycleway,,,,,,,no,,yes,,paving_stones,yes,,{'highway': 'cycleway'},114,Fellenoord,100.8810797552156
4837771,way,Antoon Coolenlaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},223,Genneperzijde,420.9464151821896
4837773,way,Antoon Coolenlaan,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,90.6670020403416
4856339,way,Piuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},211,Irisbuurt,14.832231548633896
4856339,way,Piuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},214,Tuindorp,20.561790959233754
4856340,way,Geldropseweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},211,Irisbuurt,25.903906301788474
4880481,way,Savoiepad,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,527.2990484318232
4880683,way,,cycleway,,,,,,,,,yes,,asphalt,yes,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,122.27668029468012
4880684,way,,cycleway,,,,,,,,,yes,,asphalt,yes,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,16.715796508390298
4880685,way,,cycleway,,,,,,,,,yes,,asphalt,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,104.43512061274275
4880689,way,Huizingalaan,cycleway,,,,,,,no,,yes,,,yes,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,64.68946564828194
4880690,way,Huizingalaan,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,48.43672061244299
4880693,way,Huizingalaan,cycleway,,,,,,,yes,,yes,,,yes,,{'highway': 'cycleway'},535,Castiliëlaan,64.8127148345942
4880695,way,Huizingalaan,cycleway,,,,,,,yes,,yes,,,,,{'highway': 'cycleway'},535,Castiliëlaan,275.35064052718434
4880697,way,Abbevillelaan,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,68.73131488855111
4881225,way,,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},522,Achtse Barrier-Gunterslaer,33.34459643432179
4881225,way,,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},531,Woenselse Heide,13.929588936844503
4881227,way,Huizingalaan,cycleway,,,,,,,yes,,,,,,,{'highway': 'cycleway'},522,Achtse Barrier-Gunterslaer,490.415455045302
4881227,way,Huizingalaan,cycleway,,,,,,,yes,,,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,417.2735219300234
4886040,way,Huizingalaan,cycleway,,,,,,,yes,,yes,,asphalt,,,{'highway': 'cycleway'},533,Blixembosch-West,135.7366031943434
4886040,way,Huizingalaan,cycleway,,,,,,,yes,,yes,,asphalt,,,{'highway': 'cycleway'},535,Castiliëlaan,725.397631006666
4924250,way,Locatellistraat,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",26.605768239220488
4924292,way,,cycleway,,,,,,,,,,,asphalt,no,,{'highway': 'cycleway'},732,Hanevoet,17.31509395163164
4930218,way,Antoon Coolenlaan,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,44.81968179683445
4930220,way,Professor Holstlaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,98.83601666675351
4930298,way,Emmasingel,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},111,Binnenstad,361.69385489109584
4930301,way,Bayeuxlaan,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,621.5263237860614
4930313,way,Professor Holstlaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,7.67799586073933
4936502,way,Luchthavenweg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},637,Flight Forum,113.67995392446011
4943538,way,,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,69.66531623504872
4943539,way,Vendéepad,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},524,Achtse Barrier-Hoeven,63.92213840896646
4943601,way,Castiliëlaan,cycleway,,,,,,,yes,,yes,,,,,{'highway': 'cycleway'},535,Castiliëlaan,187.34711541967556
4943603,way,Castiliëlaan,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},535,Castiliëlaan,204.14925159704416
4943604,way,Blixemboschpad,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},535,Castiliëlaan,31.08193334613862
4943608,way,Castiliëlaan,cycleway,,,,,,,,,yes,,,,,{'highway': 'cycleway'},535,Castiliëlaan,15.10917809096116
4943828,way,,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},533,Blixembosch-West,110.30717278724336
4944257,way,Savoiepad,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,243.44395952423613
4944258,way,,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,54.58252634455614
4947961,way,Franklin D Rooseveltlaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},516,Vlokhoven,310.0179353069947
4947975,way,2e Lieven de Keylaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},423,Barrier,6.9624299093222275
4947975,way,2e Lieven de Keylaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},512,Prinsejagt,66.68462798228971
4947977,way,Bezuidenhoutseweg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},426,Vredeoord,37.24405838506744
4947986,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},632,Meerbos,126.78910579271059
4954171,way,Professor Holstlaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},726,Gennep,24.4422409228157
4975191,way,,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,51.57867179880388
4975322,way,,cycleway,,,,,,,,,yes,,,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,70.88191068464184
4982862,way,,cycleway,,,,,,,,,yes,,paving_stones,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,6.465090659235271
4985374,way,,cycleway,,,,,,,,,yes,,asphalt,yes,,{'highway': 'cycleway'},535,Castiliëlaan,104.09675922856088
4985375,way,,cycleway,,,,,,,no,,yes,,asphalt,yes,,{'highway': 'cycleway'},535,Castiliëlaan,26.069030183707223
4991155,way,,cycleway,,,,,,,no,,yes,no,asphalt,yes,,{'highway': 'cycleway'},534,Blixembosch-Oost,104.4474033177467
4991155,way,,cycleway,,,,,,,no,,yes,no,asphalt,yes,,{'highway': 'cycleway'},533,Blixembosch-West,82.74392423219388
5024847,way,,cycleway,,,,,,,no,,yes,,sand,,,{'highway': 'cycleway'},522,Achtse Barrier-Gunterslaer,175.4828797044768
5115961,way,,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},235,Gijzenrooi,96.01751588840938
5116111,way,Genneperweg,cycleway,,,,,,,no,,yes,,asphalt,,,{'highway': 'cycleway'},726,Gennep,161.05193103243386
5131390,way,Bert Oosterboschpad,cycleway,,,,,,,,,,no,asphalt,,,{'highway': 'cycleway'},541,Eckart,65.79596368008055
5131390,way,Bert Oosterboschpad,cycleway,,,,,,,,,,no,asphalt,,,{'highway': 'cycleway'},544,Heesterakker,153.23530107727385
5131390,way,Bert Oosterboschpad,cycleway,,,,,,,,,,no,asphalt,,,{'highway': 'cycleway'},543,Vaartbroek,934.9266537541037
7154891,way,Zeggenweg,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},334,Urkhoven,250.67347413282408
7155660,way,St Lidwinastraat,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},232,Burghplan,55.839610526640925
7155752,way,Puttensedreef,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},235,Gijzenrooi,161.9654422770595
7155752,way,Puttensedreef,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},230,Puttense Dreef,41.774430397199346
7156135,way,Kanaaldijk-Noord,cycleway,,,,,,,,,,no,paving_stones,,,{'highway': 'cycleway'},328,Tongelresche Akkers,148.12550678886194
7156179,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},322,Doornakkers-Oost,235.2901479922837
7156179,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},328,Tongelresche Akkers,7.714411116630944
7156198,way,Jozef Israëlslaan,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},322,Doornakkers-Oost,37.44794923756204
7156198,way,Jozef Israëlslaan,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},328,Tongelresche Akkers,21.234465654694702
7156243,way,Sonatepad,cycleway,,,,,,,,,,,,,,{'highway': 'cycleway'},322,Doornakkers-Oost,0.749043091041134
7156243,way,Sonatepad,cycleway,,,,,,,,,,,,,,{'highway': 'cycleway'},328,Tongelresche Akkers,315.2292528000652
7156425,way,Hageheldlaan,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},335,'t Hofke,37.90638473304259
7156455,way,Loostraat,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},335,'t Hofke,32.91203271696197
7156974,way,Jeroen Boschlaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},312,Lakerlopen,147.98644306438706
7157166,way,Kempensebaan,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},312,Lakerlopen,26.43581520419586
7157510,way,Byrdstraat,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},432,Oude Toren,20.946214136848305
7157680,way,Groene Loper,cycleway,designated,,,,,,,,designated,no,paving_stones,no,,{'highway': 'cycleway'},115,TU-terrein,301.3778884536848
7157784,way,Waagstraat,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},112,Bergen,58.398764248337976
7158032,way,Kanaalstraat,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},211,Irisbuurt,9.066686359047045
7158105,way,Bochtige Smeleveld,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},238,Schuttersbosch,184.61270767758336
7158246,way,Schweitzerlaan,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},225,Eikenburg,9.639336854226496
7158927,way,Le Sage ten Broeklaan,cycleway,,,,,,,no,,,,paving_stones,yes,30,{'highway': 'cycleway'},217,Looiakkers,32.32336704895767
7159131,way,Aalsterweg,cycleway,,,,,,,yes,,,,paved,yes,,{'highway': 'cycleway'},225,Eikenburg,166.81771885142254
7159131,way,Aalsterweg,cycleway,,,,,,,yes,,,,paved,yes,,{'highway': 'cycleway'},222,Gerardusplein,22.898857286454678
7159201,way,Aalsterweg,cycleway,,,,,,,no,,yes,,,yes,,{'highway': 'cycleway'},225,Eikenburg,152.84387000590706
7159206,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},225,Eikenburg,0.9150005152873987
7159206,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},222,Gerardusplein,23.228685977310924
7159212,way,Vogelkerslaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},222,Gerardusplein,21.2720713683754
7159242,way,Vesaliuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},225,Eikenburg,14.682361922865715
7159242,way,Vesaliuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},226,Sportpark Aalsterweg,10.523712688695612
7159667,way,Esp,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},545,Esp,594.611445077904
7159686,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},544,Heesterakker,118.78433547551015
7159686,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},543,Vaartbroek,0.5543691747141635
7159718,way,Anconalaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},546,Bokt,68.4714616589534
7159718,way,Anconalaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},544,Heesterakker,0.7440598164518517
7159740,way,Heerenweg,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},544,Heesterakker,10.54144449309992
7159841,way,Kooltje Vuur,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},534,Blixembosch-Oost,23.212091305711123
7159843,way,Dwaallichtje,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},534,Blixembosch-Oost,18.284946227637917
7159844,way,Sterredaalder,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},534,Blixembosch-Oost,28.475130075313206
7160100,way,Amazonenlaan,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},435,Oude Gracht-Oost,15.914500739498404
7160100,way,Amazonenlaan,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},434,Oude Gracht-West,11.811537562383727
7160149,way,Amazonenlaan,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},434,Oude Gracht-West,125.6251466693258
7160945,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},514,'t Hool,35.706191730029104
7160945,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},515,Winkelcentrum,60.90381936977268
7161314,way,Beekstraat,cycleway,,,,,,,no,,,,paving_stones,yes,,{'highway': 'cycleway'},431,Generalenbuurt,79.65278844972669
7161804,way,Jaromirstraat,cycleway,,,,,,,,,,,,,,{'highway': 'cycleway'},513,Jagershoef,17.36044476922478
7161814,way,Veldmaarschalk Montgomerylaan,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},422,Kronehoef,41.423729665796074
7161817,way,,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},513,Jagershoef,89.87990144804726
7161853,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},431,Generalenbuurt,12.566418228767912
7161853,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},425,Rapenland,35.00679389048729
7161860,way,Lehmbruckstraat,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},431,Generalenbuurt,13.610836725386477
7161860,way,Lehmbruckstraat,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},425,Rapenland,87.85943608317905
7161865,way,Generaal Pattonlaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},431,Generalenbuurt,45.06816500890613
7161865,way,Generaal Pattonlaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},425,Rapenland,34.78655760667698
7161962,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},515,Winkelcentrum,66.25808309215869
